timestamp,requests,replies,playerRequest,letterRequest,playerReply,letterReply
2017-07-26 15:54:44,0,0,,,,
2017-07-26 15:54:45,1,0,6p6butrq,B,56h0qqeu,
2017-07-26 15:54:46,0,0,,,,
2017-07-26 15:54:47,0,0,,,,
2017-07-26 15:54:48,0,0,,,,
2017-07-26 15:54:49,0,0,,,,
2017-07-26 15:54:50,0,1,pxvjdff7,,9kbfxoqe,R
2017-07-26 15:54:51,0,0,,,,
2017-07-26 15:54:52,0,0,,,,
2017-07-26 15:54:53,0,0,,,,
2017-07-26 15:54:54,0,0,,,,
2017-07-26 15:54:55,0,0,,,,
2017-07-26 15:54:56,0,0,,,,
2017-07-26 15:54:57,0,0,,,,
2017-07-26 15:54:58,0,0,,,,
2017-07-26 15:54:59,0,0,,,,
2017-07-26 15:55:00,0,0,,,,
2017-07-26 15:55:01,0,0,,,,
2017-07-26 15:55:02,0,0,,,,
2017-07-26 15:55:03,0,0,,,,
2017-07-26 15:55:04,0,0,,,,
2017-07-26 15:55:05,0,0,,,,
2017-07-26 15:55:06,0,0,,,,
2017-07-26 15:55:07,0,0,,,,
2017-07-26 15:55:08,0,0,,,,
2017-07-26 15:55:09,1,1,wrx1fizh,D,g8tonyl5,
2017-07-26 15:55:10,0,0,,,,
2017-07-26 15:55:11,0,0,,,,
2017-07-26 15:55:12,1,1,wrx1fizh,G,g8tonyl5,
2017-07-26 15:55:13,0,0,,,,
2017-07-26 15:55:14,0,0,,,,
2017-07-26 15:55:15,1,0,j19y2rbh,U,ijio04iq,
2017-07-26 15:55:16,1,0,j19y2rbh,G,eq97451g,
2017-07-26 15:55:17,0,0,,,,
2017-07-26 15:55:18,0,0,,,,
2017-07-26 15:55:19,0,0,,,,
2017-07-26 15:55:20,0,1,wrx1fizh,,g8tonyl5,D
2017-07-26 15:55:21,0,0,,,,
2017-07-26 15:55:22,0,0,,,,
2017-07-26 15:55:23,1,0,6p6butrq,U,ijio04iq,
2017-07-26 15:55:24,0,0,,,,
2017-07-26 15:55:25,1,0,6p6butrq,T,ijio04iq,
2017-07-26 15:55:26,0,1,wrx1fizh,,g8tonyl5,G
2017-07-26 15:55:27,0,0,,,,
2017-07-26 15:55:28,1,0,6p6butrq,I,56h0qqeu,
2017-07-26 15:55:29,0,0,,,,
2017-07-26 15:55:30,0,0,,,,
2017-07-26 15:55:31,0,0,,,,
2017-07-26 15:55:32,0,0,,,,
2017-07-26 15:55:33,0,0,,,,
2017-07-26 15:55:34,0,0,,,,
2017-07-26 15:55:35,0,0,,,,
2017-07-26 15:55:36,0,0,,,,
2017-07-26 15:55:37,0,0,,,,
2017-07-26 15:55:38,0,0,,,,
2017-07-26 15:55:39,0,0,,,,
2017-07-26 15:55:40,0,0,,,,
2017-07-26 15:55:41,0,0,,,,
2017-07-26 15:55:42,0,0,,,,
2017-07-26 15:55:43,0,0,,,,
2017-07-26 15:55:44,0,0,,,,
2017-07-26 15:55:45,0,0,,,,
2017-07-26 15:55:46,0,0,,,,
2017-07-26 15:55:47,0,0,,,,
2017-07-26 15:55:48,1,0,trb9jlu8,R,9kbfxoqe,
2017-07-26 15:55:49,0,0,,,,
2017-07-26 15:55:50,0,0,,,,
2017-07-26 15:55:51,0,0,,,,
2017-07-26 15:55:52,0,0,,,,
2017-07-26 15:55:53,0,0,,,,
2017-07-26 15:55:54,0,0,,,,
2017-07-26 15:55:55,0,0,,,,
2017-07-26 15:55:56,0,0,,,,
2017-07-26 15:55:57,0,0,,,,
2017-07-26 15:55:58,0,0,,,,
2017-07-26 15:55:59,0,0,,,,
2017-07-26 15:56:00,0,0,,,,
2017-07-26 15:56:01,1,1,trb9jlu8,B,kniyfuea,
2017-07-26 15:56:02,0,0,,,,
2017-07-26 15:56:03,0,0,,,,
2017-07-26 15:56:04,0,0,,,,
2017-07-26 15:56:05,0,0,,,,
2017-07-26 15:56:06,0,0,,,,
2017-07-26 15:56:07,0,0,,,,
2017-07-26 15:56:08,1,1,wrx1fizh,P,g8tonyl5,
2017-07-26 15:56:09,0,0,,,,
2017-07-26 15:56:10,1,1,wrx1fizh,S,pxvjdff7,
2017-07-26 15:56:11,0,0,,,,
2017-07-26 15:56:12,0,2,wrx1fizh-wrx1fizh,,g8tonyl5-pxvjdff7,P-S
2017-07-26 15:56:13,0,0,,,,
2017-07-26 15:56:14,0,0,,,,
2017-07-26 15:56:15,0,0,,,,
2017-07-26 15:56:16,0,0,,,,
2017-07-26 15:56:17,0,0,,,,
2017-07-26 15:56:18,0,1,trb9jlu8,,kniyfuea,B
2017-07-26 15:56:19,0,0,,,,
2017-07-26 15:56:20,0,0,,,,
2017-07-26 15:56:21,0,0,,,,
2017-07-26 15:56:22,0,0,,,,
2017-07-26 15:56:23,0,0,,,,
2017-07-26 15:56:24,0,0,,,,
2017-07-26 15:56:25,0,0,,,,
2017-07-26 15:56:26,0,0,,,,
2017-07-26 15:56:27,0,0,,,,
2017-07-26 15:56:28,0,0,,,,
2017-07-26 15:56:29,0,0,,,,
2017-07-26 15:56:30,0,0,,,,
2017-07-26 15:56:31,0,0,,,,
2017-07-26 15:56:32,0,0,,,,
2017-07-26 15:56:33,0,0,,,,
2017-07-26 15:56:34,0,0,,,,
2017-07-26 15:56:35,0,0,,,,
2017-07-26 15:56:36,0,0,,,,
2017-07-26 15:56:37,0,0,,,,
2017-07-26 15:56:38,0,0,,,,
2017-07-26 15:56:39,0,0,,,,
2017-07-26 15:56:40,0,0,,,,
2017-07-26 15:56:41,0,0,,,,
2017-07-26 15:56:42,0,0,,,,
2017-07-26 15:56:43,0,0,,,,
2017-07-26 15:56:44,0,0,,,,
2017-07-26 15:56:45,0,0,,,,
2017-07-26 15:56:46,0,0,,,,
2017-07-26 15:56:47,0,0,,,,
2017-07-26 15:56:48,0,0,,,,
2017-07-26 15:56:49,0,0,,,,
2017-07-26 15:56:50,0,0,,,,
2017-07-26 15:56:51,0,0,,,,
2017-07-26 15:56:52,0,0,,,,
2017-07-26 15:56:53,0,0,,,,
2017-07-26 15:56:54,0,0,,,,
2017-07-26 15:56:55,0,0,,,,
2017-07-26 15:56:56,0,0,,,,
2017-07-26 15:56:57,0,0,,,,
2017-07-26 15:56:58,0,0,,,,
2017-07-26 15:56:59,0,0,,,,
2017-07-26 15:57:00,0,1,pxvjdff7,,9kbfxoqe,P
2017-07-26 15:57:01,0,0,,,,
2017-07-26 15:57:02,0,0,,,,
2017-07-26 15:57:03,0,0,,,,
2017-07-26 15:57:04,0,0,,,,
2017-07-26 15:57:05,0,0,,,,
2017-07-26 15:57:06,0,0,,,,
2017-07-26 15:57:07,0,0,,,,
2017-07-26 15:57:08,0,0,,,,
2017-07-26 15:57:09,0,0,,,,
2017-07-26 15:57:10,0,0,,,,
2017-07-26 15:57:11,0,0,,,,
2017-07-26 15:57:12,0,0,,,,
2017-07-26 15:57:13,0,0,,,,
2017-07-26 15:57:14,0,0,,,,
2017-07-26 15:57:15,0,0,,,,
2017-07-26 15:57:16,1,1,9kbfxoqe,O,pxvjdff7,
2017-07-26 15:57:17,0,0,,,,
2017-07-26 15:57:18,1,1,trb9jlu8,P,9kbfxoqe,
2017-07-26 15:57:19,0,0,,,,
2017-07-26 15:57:20,0,0,,,,
2017-07-26 15:57:21,0,1,9kbfxoqe,,pxvjdff7,O
2017-07-26 15:57:22,0,0,,,,
2017-07-26 15:57:23,0,0,,,,
2017-07-26 15:57:24,0,0,,,,
2017-07-26 15:57:25,0,0,,,,
2017-07-26 15:57:26,0,0,,,,
2017-07-26 15:57:27,0,0,,,,
2017-07-26 15:57:28,0,0,,,,
2017-07-26 15:57:29,0,0,,,,
2017-07-26 15:57:30,0,0,,,,
2017-07-26 15:57:31,0,0,,,,
2017-07-26 15:57:32,0,0,,,,
2017-07-26 15:57:33,2,2,trb9jlu8-9kbfxoqe,C-L,kniyfuea-pxvjdff7,
2017-07-26 15:57:34,0,0,,,,
2017-07-26 15:57:35,0,0,,,,
2017-07-26 15:57:36,1,0,trb9jlu8,A,9kbfxoqe,
2017-07-26 15:57:37,0,19,trb9jlu8,,kniyfuea,C
2017-07-26 15:57:38,0,19,9kbfxoqe,,pxvjdff7,L
2017-07-26 15:57:39,0,19,,,,
2017-07-26 15:57:40,0,19,,,,
2017-07-26 15:57:41,0,19,,,,
2017-07-26 15:57:42,0,19,trb9jlu8,,9kbfxoqe,P
2017-07-26 15:57:43,0,19,,,,
2017-07-26 15:57:44,0,19,,,,
2017-07-26 15:57:45,0,19,,,,
2017-07-26 15:57:46,0,19,,,,
2017-07-26 15:57:47,0,19,,,,
2017-07-26 15:57:48,0,19,,,,
2017-07-26 15:57:49,0,19,,,,
2017-07-26 15:57:50,0,19,,,,
2017-07-26 15:57:51,0,19,,,,
2017-07-26 15:57:52,0,19,,,,
2017-07-26 15:57:53,0,19,,,,
2017-07-26 15:57:54,0,19,,,,
2017-07-26 15:57:55,0,19,,,,
2017-07-26 15:57:56,0,19,,,,
2017-07-26 15:57:57,0,19,,,,
2017-07-26 15:57:58,0,19,,,,
2017-07-26 15:57:59,0,19,,,,
