timestamp,words,requests,replies,numberOfLetters,scrabbleScore,letterword,player,letterReply,playerReply
2017-07-28 14:18:31,0,0,0,0,0,,,,
2017-07-28 14:18:32,0,0,0,0,0,,,,
2017-07-28 14:18:33,0,0,0,0,0,,,,
2017-07-28 14:18:34,0,0,0,0,0,,,,
2017-07-28 14:18:35,0,0,0,0,0,,,,
2017-07-28 14:18:36,0,0,0,0,0,,,,
2017-07-28 14:18:37,0,0,0,0,0,,,,
2017-07-28 14:18:38,0,0,0,0,0,,,,
2017-07-28 14:18:39,0,0,0,0,0,,,,
2017-07-28 14:18:40,0,0,0,0,0,,,,
2017-07-28 14:18:41,0,0,0,0,0,,,,
2017-07-28 14:18:42,0,1,1,0,0,T,gcssnn1p,,ji49zxof
2017-07-28 14:18:43,0,1,1,0,0,U,gcssnn1p,,ji49zxof
2017-07-28 14:18:44,0,0,0,0,0,,,,
2017-07-28 14:18:45,0,1,1,0,0,U,gcssnn1p,,vlt8kkgw
2017-07-28 14:18:46,0,0,0,0,0,,,,
2017-07-28 14:18:47,0,1,1,0,0,P,gcssnn1p,,vlt8kkgw
2017-07-28 14:18:48,0,0,0,0,0,,,,
2017-07-28 14:18:49,0,1,1,0,0,R,gcssnn1p,,ji49zxof
2017-07-28 14:18:50,0,1,1,0,0,I,gcssnn1p,,vlt8kkgw
2017-07-28 14:18:51,0,0,6,0,0,,,,
2017-07-28 14:18:52,0,0,6,0,0,,,,
2017-07-28 14:18:53,0,0,6,0,0,,,,
2017-07-28 14:18:54,0,0,6,0,0,,gcssnn1p,I,vlt8kkgw
2017-07-28 14:18:55,0,0,6,0,0,,,,
2017-07-28 14:18:56,0,0,6,0,0,,,,
2017-07-28 14:18:57,0,0,6,0,0,,,,
2017-07-28 14:18:58,0,0,6,0,0,,,,
2017-07-28 14:18:59,0,0,6,0,0,,,,
2017-07-28 14:19:00,0,0,6,0,0,,,,
2017-07-28 14:19:01,0,0,6,0,0,,,,
2017-07-28 14:19:02,0,0,6,0,0,,,,
2017-07-28 14:19:03,1,0,6,4,7,dice,,,
2017-07-28 14:19:04,0,0,6,0,0,,,,
2017-07-28 14:19:05,0,0,6,0,0,,,,
2017-07-28 14:19:06,0,0,6,0,0,,,,
2017-07-28 14:19:07,0,0,6,0,0,,,,
2017-07-28 14:19:08,0,0,6,0,0,,,,
2017-07-28 14:19:09,0,0,6,0,0,,,,
2017-07-28 14:19:10,0,0,6,0,0,,,,
2017-07-28 14:19:11,0,0,6,0,0,,,,
2017-07-28 14:19:12,0,0,6,0,0,,,,
2017-07-28 14:19:13,0,0,6,0,0,,,,
2017-07-28 14:19:14,0,0,6,0,0,,,,
2017-07-28 14:19:15,0,0,6,0,0,,,,
2017-07-28 14:19:16,0,0,6,0,0,,,,
2017-07-28 14:19:17,0,0,6,0,0,,,,
2017-07-28 14:19:18,0,0,6,0,0,,,,
2017-07-28 14:19:19,0,0,6,0,0,,,,
2017-07-28 14:19:20,0,0,6,0,0,,,,
2017-07-28 14:19:21,0,0,6,0,0,,,,
2017-07-28 14:19:22,0,0,6,0,0,,gcssnn1p,T,ji49zxof
2017-07-28 14:19:23,0,0,6,0,0,,gcssnn1p,U,ji49zxof
2017-07-28 14:19:24,0,0,6,0,0,,,,
2017-07-28 14:19:25,0,0,6,0,0,,,,
2017-07-28 14:19:26,0,0,6,0,0,,,,
2017-07-28 14:19:27,0,0,6,0,0,,,,
2017-07-28 14:19:28,1,0,6,4,5,deet,,,
2017-07-28 14:19:29,0,0,6,0,0,,,,
2017-07-28 14:19:30,0,0,6,0,0,,,,
2017-07-28 14:19:31,0,0,6,0,0,,,,
2017-07-28 14:19:32,0,0,6,0,0,,,,
2017-07-28 14:19:33,0,0,6,0,0,,,,
2017-07-28 14:19:34,0,0,6,0,0,,,,
2017-07-28 14:19:35,1,0,6,3,4,ted,,,
2017-07-28 14:19:36,0,0,6,0,0,,gcssnn1p,P,vlt8kkgw
2017-07-28 14:19:37,0,0,6,0,0,,,,
2017-07-28 14:19:38,0,0,6,0,0,,,,
2017-07-28 14:19:39,0,0,6,0,0,,,,
2017-07-28 14:19:40,1,0,6,3,5,pee,,,
2017-07-28 14:19:41,0,0,6,0,0,,,,
2017-07-28 14:19:42,0,0,6,0,0,,,,
2017-07-28 14:19:43,1,0,6,4,7,peed,,,
2017-07-28 14:19:44,0,0,6,0,0,,,,
2017-07-28 14:19:45,0,0,6,0,0,,,,
2017-07-28 14:19:46,0,0,6,0,0,,,,
2017-07-28 14:19:47,0,0,6,0,0,,,,
2017-07-28 14:19:48,1,0,6,3,5,pit,,,
2017-07-28 14:19:49,0,0,6,0,0,,,,
2017-07-28 14:19:50,0,0,6,0,0,,,,
2017-07-28 14:19:51,0,0,6,0,0,,,,
2017-07-28 14:19:52,0,0,6,0,0,,,,
2017-07-28 14:19:53,0,0,6,0,0,,,,
2017-07-28 14:19:54,1,0,6,4,7,dupe,,,
2017-07-28 14:19:55,0,0,6,0,0,,,,
2017-07-28 14:19:56,0,0,6,0,0,,,,
2017-07-28 14:19:57,0,0,6,0,0,,,,
2017-07-28 14:19:58,0,0,6,0,0,,,,
2017-07-28 14:19:59,0,0,6,0,0,,,,
2017-07-28 14:20:00,0,0,6,0,0,,,,
2017-07-28 14:20:01,0,0,6,0,0,,,,
2017-07-28 14:20:02,0,0,6,0,0,,,,
2017-07-28 14:20:03,1,0,6,4,6,dude,,,
2017-07-28 14:20:04,0,0,6,0,0,,,,
2017-07-28 14:20:05,0,0,6,0,0,,,,
2017-07-28 14:20:06,0,0,6,0,0,,,,
2017-07-28 14:20:07,1,0,6,3,7,pip,,,
2017-07-28 14:20:08,0,0,6,0,0,,,,
2017-07-28 14:20:09,0,0,6,0,0,,,,
2017-07-28 14:20:10,0,0,6,0,0,,,,
2017-07-28 14:20:11,0,0,6,0,0,,,,
2017-07-28 14:20:12,0,0,6,0,0,,,,
2017-07-28 14:20:13,0,0,6,0,0,,,,
2017-07-28 14:20:14,0,0,6,0,0,,,,
2017-07-28 14:20:15,0,0,6,0,0,,,,
2017-07-28 14:20:16,0,0,6,0,0,,,,
2017-07-28 14:20:17,0,0,6,0,0,,,,
2017-07-28 14:20:18,0,0,6,0,0,,,,
2017-07-28 14:20:19,0,0,6,0,0,,,,
2017-07-28 14:20:20,0,0,6,0,0,,,,
2017-07-28 14:20:21,0,0,6,0,0,,,,
2017-07-28 14:20:22,0,0,6,0,0,,,,
2017-07-28 14:20:23,0,0,6,0,0,,,,
2017-07-28 14:20:24,0,0,6,0,0,,,,
2017-07-28 14:20:25,1,0,6,3,5,upi,,,
2017-07-28 14:20:26,0,0,6,0,0,,,,
2017-07-28 14:20:27,0,0,6,0,0,,,,
2017-07-28 14:20:28,0,0,6,0,0,,,,
2017-07-28 14:20:29,0,0,6,0,0,,,,
2017-07-28 14:20:30,0,0,6,0,0,,,,
2017-07-28 14:20:31,0,0,6,0,0,,,,
2017-07-28 14:20:32,0,0,6,0,0,,,,
2017-07-28 14:20:33,0,0,6,0,0,,,,
2017-07-28 14:20:34,0,0,6,0,0,,,,
2017-07-28 14:20:35,0,0,6,0,0,,,,
2017-07-28 14:20:36,0,0,6,0,0,,,,
2017-07-28 14:20:37,0,0,6,0,0,,,,
2017-07-28 14:20:38,0,0,6,0,0,,,,
2017-07-28 14:20:39,0,0,6,0,0,,,,
2017-07-28 14:20:40,0,0,6,0,0,,,,
2017-07-28 14:20:41,0,0,6,0,0,,,,
2017-07-28 14:20:42,0,0,6,0,0,,,,
2017-07-28 14:20:43,0,0,6,0,0,,,,
2017-07-28 14:20:44,1,0,6,3,5,pie,,,
2017-07-28 14:20:45,0,0,6,0,0,,,,
2017-07-28 14:20:46,0,0,6,0,0,,,,
2017-07-28 14:20:47,0,0,6,0,0,,,,
2017-07-28 14:20:48,0,0,6,0,0,,,,
2017-07-28 14:20:49,0,0,6,0,0,,,,
2017-07-28 14:20:50,0,0,6,0,0,,,,
2017-07-28 14:20:51,0,0,6,0,0,,,,
2017-07-28 14:20:52,0,0,6,0,0,,,,
2017-07-28 14:20:53,0,0,6,0,0,,,,
2017-07-28 14:20:54,1,0,6,3,5,tip,,,
2017-07-28 14:20:55,0,0,6,0,0,,,,
2017-07-28 14:20:56,0,0,6,0,0,,,,
2017-07-28 14:20:57,0,0,6,0,0,,,,
2017-07-28 14:20:58,1,0,6,3,6,dip,,,
2017-07-28 14:20:59,0,0,6,0,0,,,,
2017-07-28 14:21:00,0,0,6,0,0,,,,
2017-07-28 14:21:01,0,0,6,0,0,,,,
2017-07-28 14:21:02,0,0,6,0,0,,,,
2017-07-28 14:21:03,0,0,6,0,0,,,,
2017-07-28 14:21:04,0,0,6,0,0,,,,
2017-07-28 14:21:05,0,0,6,0,0,,,,
2017-07-28 14:21:06,0,0,6,0,0,,,,
2017-07-28 14:21:07,0,0,6,0,0,,,,
2017-07-28 14:21:08,0,0,6,0,0,,,,
2017-07-28 14:21:09,0,0,6,0,0,,,,
2017-07-28 14:21:10,0,0,6,0,0,,,,
2017-07-28 14:21:11,1,0,6,4,7,deep,,,
2017-07-28 14:21:12,0,0,6,0,0,,,,
2017-07-28 14:21:13,0,0,6,0,0,,,,
2017-07-28 14:21:14,0,0,6,0,0,,,,
2017-07-28 14:21:15,0,0,6,0,0,,,,
2017-07-28 14:21:16,0,0,6,0,0,,,,
2017-07-28 14:21:17,0,0,6,0,0,,,,
2017-07-28 14:21:18,0,0,6,0,0,,,,
2017-07-28 14:21:19,0,0,6,0,0,,,,
2017-07-28 14:21:20,0,0,6,0,0,,,,
2017-07-28 14:21:21,1,0,6,3,6,dup,,,
2017-07-28 14:21:22,0,0,6,0,0,,,,
2017-07-28 14:21:23,0,0,6,0,0,,,,
2017-07-28 14:21:24,0,0,6,0,0,,,,
2017-07-28 14:21:25,0,0,6,0,0,,,,
2017-07-28 14:21:26,0,0,6,0,0,,,,
2017-07-28 14:21:27,1,0,6,3,4,due,,,
2017-07-28 14:21:28,0,0,6,0,0,,,,
2017-07-28 14:21:29,0,0,6,0,0,,,,
2017-07-28 14:21:30,0,0,6,0,0,,,,
2017-07-28 14:21:31,0,0,6,0,0,,,,
2017-07-28 14:21:32,0,0,6,0,0,,,,
2017-07-28 14:21:33,0,0,6,0,0,,,,
2017-07-28 14:21:34,0,0,6,0,0,,,,
2017-07-28 14:21:35,0,0,6,0,0,,,,
2017-07-28 14:21:36,0,0,6,0,0,,,,
2017-07-28 14:21:37,0,0,6,0,0,,,,
2017-07-28 14:21:38,0,0,6,0,0,,,,
2017-07-28 14:21:39,0,0,6,0,0,,,,
2017-07-28 14:21:40,0,0,6,0,0,,,,
2017-07-28 14:21:41,0,0,6,0,0,,,,
2017-07-28 14:21:42,0,0,6,0,0,,,,
2017-07-28 14:21:43,0,0,6,0,0,,,,
2017-07-28 14:21:44,0,0,6,0,0,,,,
2017-07-28 14:21:45,0,0,6,0,0,,,,
2017-07-28 14:21:46,0,0,6,0,0,,,,
2017-07-28 14:21:47,0,0,6,0,0,,,,
2017-07-28 14:21:48,0,0,6,0,0,,,,
2017-07-28 14:21:49,0,0,6,0,0,,,,
2017-07-28 14:21:50,0,0,6,0,0,,,,
2017-07-28 14:21:51,0,0,6,0,0,,,,
2017-07-28 14:21:52,0,0,6,0,0,,,,
2017-07-28 14:21:53,0,0,6,0,0,,,,
2017-07-28 14:21:54,0,0,6,0,0,,,,
2017-07-28 14:21:55,0,0,6,0,0,,,,
2017-07-28 14:21:56,0,0,6,0,0,,,,
2017-07-28 14:21:57,0,0,6,0,0,,,,
2017-07-28 14:21:58,0,0,6,0,0,,,,
2017-07-28 14:21:59,0,0,6,0,0,,,,
2017-07-28 14:22:00,0,0,6,0,0,,,,
2017-07-28 14:22:01,0,0,6,0,0,,,,
2017-07-28 14:22:02,0,0,6,0,0,,,,
2017-07-28 14:22:03,0,0,6,0,0,,,,
2017-07-28 14:22:04,0,0,6,0,0,,,,
2017-07-28 14:22:05,0,0,6,0,0,,,,
2017-07-28 14:22:06,0,0,6,0,0,,,,
2017-07-28 14:22:07,0,0,6,0,0,,,,
2017-07-28 14:22:08,0,0,6,0,0,,,,
2017-07-28 14:22:09,0,0,6,0,0,,,,
2017-07-28 14:22:10,0,0,6,0,0,,,,
2017-07-28 14:22:11,0,0,6,0,0,,,,
2017-07-28 14:22:12,0,0,6,0,0,,,,
2017-07-28 14:22:13,0,0,6,0,0,,,,
2017-07-28 14:22:14,0,0,6,0,0,,,,
2017-07-28 14:22:15,0,0,6,0,0,,,,
2017-07-28 14:22:16,0,0,6,0,0,,,,
2017-07-28 14:22:17,0,0,6,0,0,,,,
2017-07-28 14:22:18,0,0,6,0,0,,,,
2017-07-28 14:22:19,0,0,6,0,0,,,,
2017-07-28 14:22:20,0,0,6,0,0,,,,
2017-07-28 14:22:21,0,0,6,0,0,,,,
2017-07-28 14:22:22,0,0,6,0,0,,,,
2017-07-28 14:22:23,0,0,6,0,0,,,,
2017-07-28 14:22:24,0,0,6,0,0,,,,
2017-07-28 14:22:25,0,0,6,0,0,,gcssnn1p,R,ji49zxof
2017-07-28 14:22:26,0,0,6,0,0,,,,
2017-07-28 14:22:27,0,0,6,0,0,,,,
2017-07-28 14:22:28,0,0,6,0,0,,,,
2017-07-28 14:22:29,0,0,6,0,0,,,,
2017-07-28 14:22:30,0,0,6,0,0,,,,
2017-07-28 14:22:31,1,0,6,3,3,rut,,,
2017-07-28 14:22:32,0,0,6,0,0,,,,
2017-07-28 14:22:33,0,0,6,0,0,,,,
2017-07-28 14:22:34,0,0,6,0,0,,,,
2017-07-28 14:22:35,1,0,6,4,6,ripe,,,
2017-07-28 14:22:36,0,0,6,0,0,,,,
2017-07-28 14:22:37,0,0,6,0,0,,,,
2017-07-28 14:22:38,1,0,6,3,5,rip,,,
2017-07-28 14:22:39,0,0,6,0,0,,gcssnn1p,U,vlt8kkgw
2017-07-28 14:22:40,0,0,6,0,0,,,,
2017-07-28 14:22:41,0,0,6,0,0,,,,
2017-07-28 14:22:42,0,0,6,0,0,,,,
2017-07-28 14:22:43,0,0,6,0,0,,,,
2017-07-28 14:22:44,0,0,6,0,0,,,,
2017-07-28 14:22:45,0,0,6,0,0,,,,
2017-07-28 14:22:46,0,0,6,0,0,,,,
2017-07-28 14:22:47,0,0,6,0,0,,,,
2017-07-28 14:22:48,1,0,6,3,5,rep,,,
2017-07-28 14:22:49,0,0,6,0,0,,,,
2017-07-28 14:22:50,0,0,6,0,0,,,,
2017-07-28 14:22:51,1,0,6,4,6,peer,,,
2017-07-28 14:22:52,0,0,6,0,0,,,,
2017-07-28 14:22:53,0,0,6,0,0,,,,
2017-07-28 14:22:54,0,0,6,0,0,,,,
2017-07-28 14:22:55,0,0,6,0,0,,,,
2017-07-28 14:22:56,0,0,6,0,0,,,,
2017-07-28 14:22:57,0,0,6,0,0,,,,
2017-07-28 14:22:58,1,0,6,4,5,deer,,,
2017-07-28 14:22:59,0,0,6,0,0,,,,
2017-07-28 14:23:00,0,0,6,0,0,,,,
2017-07-28 14:23:01,0,0,6,0,0,,,,
2017-07-28 14:23:02,0,0,6,0,0,,,,
2017-07-28 14:23:03,0,0,6,0,0,,,,
2017-07-28 14:23:04,0,0,6,0,0,,,,
2017-07-28 14:23:05,0,0,6,0,0,,,,
2017-07-28 14:23:06,0,0,6,0,0,,,,
2017-07-28 14:23:07,1,0,6,3,4,red,,,
2017-07-28 14:23:08,0,0,6,0,0,,,,
2017-07-28 14:23:09,0,0,6,0,0,,,,
2017-07-28 14:23:10,0,0,6,0,0,,,,
2017-07-28 14:23:11,0,0,6,0,0,,,,
2017-07-28 14:23:12,1,0,6,3,5,rec,,,
2017-07-28 14:23:13,0,0,6,0,0,,,,
2017-07-28 14:23:14,0,0,6,0,0,,,,
2017-07-28 14:23:15,0,0,6,0,0,,,,
2017-07-28 14:23:16,0,0,6,0,0,,,,
2017-07-28 14:23:17,0,0,6,0,0,,,,
2017-07-28 14:23:18,0,0,6,0,0,,,,
2017-07-28 14:23:19,1,0,6,4,5,rude,,,
2017-07-28 14:23:20,0,0,6,0,0,,,,
2017-07-28 14:23:21,0,0,6,0,0,,,,
2017-07-28 14:23:22,0,0,6,0,0,,,,
2017-07-28 14:23:23,0,0,6,0,0,,,,
2017-07-28 14:23:24,0,0,6,0,0,,,,
2017-07-28 14:23:25,0,0,6,0,0,,,,
2017-07-28 14:23:26,0,0,6,0,0,,,,
2017-07-28 14:23:27,1,0,6,4,6,pier,,,
2017-07-28 14:23:28,0,0,6,0,0,,,,
2017-07-28 14:23:29,0,0,6,0,0,,,,
2017-07-28 14:23:30,0,0,6,0,0,,,,
2017-07-28 14:23:31,0,0,6,0,0,,,,
2017-07-28 14:23:32,0,0,6,0,0,,,,
2017-07-28 14:23:33,0,0,6,0,0,,,,
2017-07-28 14:23:34,0,0,6,0,0,,,,
